country_code,month,day,relative_active_users
country79,6,26,0.00039896
country216,2,11,9.07114E-06
country9,5,17,0.00124269
country59,5,12,1.36345E-05
country134,3,1,1.96069E-05
country209,2,10,0.090158997
country222,4,14,5.84337E-06
country229,5,18,0.00017983
country154,5,16,9.60767E-06
country170,4,10,0.000402524
country216,5,6,1.16642E-05
country59,4,23,1.75301E-05
country37,4,1,0.000195004
country159,4,5,0.089323409
country89,2,17,5.84337E-06
country182,5,22,0.000172546
country212,6,5,2.3434E-05
country45,3,20,0.010496638
country60,2,10,0.003119221
country59,6,27,1.16867E-05
country90,5,31,0.0002584
country217,2,4,0.006162337
country61,4,3,0.011116036
country22,4,21,7.42871E-05
country94,2,19,2.69965E-05
country209,6,25,0.204965749
country97,4,24,2.69848E-05
country17,2,15,0.000207267
country214,6,9,0.007961769
country215,4,13,7.62202E-05
country176,5,31,0.001266243
country100,3,16,0.000120407
country90,3,17,0.000269507
country208,6,24,0.00022269
country183,6,3,0.000348142
country122,1,24,7.4016E-05
country156,5,11,1.852E-05
country14,4,11,0.000773961
country197,6,25,9.35851E-05
country16,5,7,0.005047024
country162,5,9,5.45381E-05
country121,1,5,1.88076E-06
country12,2,25,0.000207836
country7,4,30,0.025016071
country6,3,30,0.004074727
country89,1,23,9.73895E-06
country133,4,26,1.45412E-05
country73,3,7,4.936E-05
country165,2,4,3.89558E-06
country227,4,22,0.000134855
country81,4,1,4.96097E-06
country125,2,17,1.26217E-05
country210,2,24,4.50913E-05
country157,4,5,0.000209695
country170,6,8,0.000581522
country114,3,6,4.28789E-06
country8,5,11,6.98584E-05
country31,2,27,0.000146007
country228,6,15,0.001416043
country137,6,24,0.003285959
country167,5,3,4.00431E-05
country6,6,29,0.004273303
country46,2,6,0.000386893
country208,4,17,0.000276865
country129,4,4,1.99632E-05
country181,6,22,0.00116066
country127,5,30,0.003553462
country27,3,10,2.62806E-06
country167,5,15,5.42806E-05
country219,4,25,0.000153313
country38,6,16,1.94779E-06
country20,1,13,0.070384298
country57,2,8,0.003072423
country23,4,9,0.013459001
country51,3,3,0.004959059
country210,5,9,2.19527E-05
country226,4,19,0.002368181
country12,2,20,0.000163519
country79,6,19,0.000379344
country57,3,30,0.003064709
country216,6,27,6.33371E-06
country5,5,2,0.001176204
country39,3,1,0.000844686
country217,1,31,0.007082622
country59,1,16,1.75301E-05
country2,5,25,0.556543606
country46,6,17,0.000614984
country155,6,21,4.77888E-06
country207,3,16,0.076811945
country197,2,4,8.2579E-05
country111,5,2,0.000501406
country75,2,12,1.94779E-06
country21,6,11,7.07249E-06
country4,6,2,1.94779E-05
country211,4,27,0.005636274
country69,6,5,0.000128824
country63,1,6,0.000144988
country209,1,6,0.086167034
country44,4,11,0.000552036
country193,5,8,1.66299E-06
country189,1,20,9.73895E-06
country181,3,7,0.000671474
country193,5,16,1.64973E-06
country83,6,10,0.001837641
country77,1,31,0.000549499
country128,1,26,3.89558E-06
country19,3,27,2.18942E-05
country204,2,5,9.12575E-06
country108,6,21,0.010065234
country217,1,17,0.006598411
country136,5,12,0.000259482
country154,6,8,6.84144E-06
country48,1,16,3.27658E-05
country94,3,13,3.68983E-05
country111,5,20,0.000503353
country160,1,23,0.000587373
country46,5,26,0.000422393
country109,3,22,0.062100062
country179,1,21,0.00012708
country52,5,6,0.506418644
country59,5,15,2.33735E-05
country36,4,2,7.79116E-06
country149,6,8,8.06908E-05
country154,3,7,7.81365E-06
country63,2,12,0.000151769
country162,5,17,5.84337E-05
country124,6,2,0.004245537
country36,4,4,1.36345E-05
country13,5,6,1.16867E-05
country228,3,14,0.001643934
country51,1,3,0.005594421
country179,5,18,0.000209417
country209,2,16,0.09626492
country82,5,26,2.75279E-05
country59,3,27,1.75301E-05
country13,4,27,7.79116E-06
country122,6,15,4.6747E-05
country161,2,20,0.003584773
country56,4,6,1.32552E-05
country228,5,9,0.001108292
country205,2,10,3.09089E-05
country171,3,16,2.97383E-06
country214,2,19,0.006254023
country127,4,26,0.003209371
country119,4,5,0.000157771
country100,3,11,0.000126525
country218,6,23,0.000139539
country166,4,19,0.000214857
country96,5,31,7.79116E-06
country9,2,2,0.001416043
country97,2,5,1.41989E-05
country219,4,16,0.0001428
country159,3,18,0.092974779
country23,4,20,0.012055241
country69,3,8,7.83709E-05
country192,2,11,3.37941E-06
country108,5,18,0.009158075
country32,5,29,0.004370682
country221,6,20,2.39183E-05
country4,1,18,1.94779E-05
country186,2,11,3.62845E-06
country122,5,24,5.25903E-05
country23,1,26,0.012833303
country54,3,30,3.45924E-05
country81,4,11,2.53054E-06
country199,6,22,1.19178E-05
country20,2,17,0.065108842
country97,4,1,2.23895E-05
country74,4,26,0.001285541
country171,3,15,2.96198E-06
country90,2,29,0.000311823
country129,6,10,3.13186E-05
country131,4,16,1.02238E-05
country226,3,9,0.002831959
country96,2,29,1.94779E-06
country158,4,22,8.97927E-06
country104,1,25,0.004311113
country141,2,26,0.139796286
country207,5,12,0.069974672
country101,6,12,0.000716822
country172,5,17,3.21217E-06
country49,3,24,6.04628E-05
country189,4,22,7.79116E-06
country217,1,21,0.006170406
country208,3,31,0.000327153
country29,6,22,4.76712E-06
country31,4,17,0.000156225
country223,6,15,0.004069155
country81,4,4,2.4954E-06
country181,5,4,0.000744522
country177,5,21,0.003722393
country50,3,9,0.000209616
country1,3,24,2.74062E-06
country214,5,1,0.007113652
country31,6,28,0.000138716
country35,4,27,0.000721317
country155,3,22,5.22394E-06
country138,5,11,0.000151438
country67,1,15,7.79116E-06
country130,4,19,7.45681E-05
country77,3,7,0.000474028
country21,5,19,9.22489E-06
country106,2,19,7.37903E-05
country19,6,15,3.7871E-05
country113,6,11,0.00190664
country173,5,25,0.000342167
country82,1,19,1.89489E-05
country49,6,10,5.7255E-05
country32,5,19,0.003995245
country161,1,8,0.002670613
country103,1,8,0.000834269
country119,1,19,0.000153875
country166,1,14,0.000219819
country60,3,29,0.003708562
country183,1,25,0.00026958
country214,3,18,0.00671894
country18,6,22,0.004972134
country110,5,4,0.000145206
country168,3,13,0.002990211
country198,4,5,3.00046E-05
country59,3,21,1.75301E-05
country95,3,18,2.33735E-05
country66,3,31,0.006562103
country217,1,20,0.005979438
country66,6,30,0.006059574
country110,1,20,8.145E-05
country133,5,26,8.21615E-06
country79,3,3,0.000169406
country217,2,23,0.006591597
country55,2,23,3.79812E-05
country31,4,25,0.00017956
country107,2,22,0.002030666
country78,2,25,0.00012511
country36,5,30,1.94779E-06
country147,2,11,0.000159719
country204,6,20,1.11619E-05
country65,1,15,6.39309E-06
country39,6,18,0.000693423
country112,1,16,0.000438168
country28,2,21,0.000828033
country31,1,12,0.000129216
country39,3,27,0.000800472
country153,1,17,0.00250012
country222,4,9,5.84337E-06
country12,6,24,0.000395787
country9,5,15,0.001390722
country183,3,5,0.000268461
country202,3,4,1.61366E-06
country30,1,7,0.000437711
country190,2,23,9.19651E-06
country128,4,15,1.94779E-06
country186,4,15,1.7017E-06
country5,5,24,0.001092317
country2,4,1,0.548227829
country141,3,1,0.127808692
country172,2,25,2.51259E-05
country60,1,17,0.003078207
country129,5,5,3.4513E-05
country218,6,14,0.000135827
country130,3,16,6.25884E-05
country86,1,23,4.5728E-05
country212,6,23,1.90875E-05
country168,2,1,0.002786544
country65,4,26,7.82259E-06
country17,1,27,0.000166352
country222,1,24,9.73895E-06
country227,2,17,0.000195335
country170,4,17,0.000369948
country17,2,1,0.000233829
country26,1,19,1.22733E-05
country31,1,3,0.000135235
country226,3,16,0.002907954
country145,1,23,0.000294497
country95,1,7,9.73895E-06
country214,6,23,0.007346066
country156,3,31,2.52587E-05
country68,1,14,7.23104E-05
country78,6,27,0.000126961
country57,3,31,0.003093163
country94,2,3,3.84049E-05
country208,5,18,0.000267162
country113,1,22,0.002185571
country54,5,2,3.9306E-05
country122,2,10,5.25903E-05
country35,4,8,0.000755724
country62,3,4,2.13966E-06
country146,2,4,6.7899E-05
country104,4,9,0.00520473
country174,3,29,2.1938E-06
country231,5,13,1.94779E-05
country56,6,14,9.4583E-06
country203,3,4,9.40087E-06
country30,3,20,0.000392261
country44,3,15,0.000547966
country16,4,20,0.004663129
country170,1,6,0.000286385
country221,5,24,2.29121E-05
country220,4,27,3.89558E-06
country109,3,9,0.059724347
country33,3,14,0.005207687
country177,6,27,0.003740797
country87,2,3,1.24463E-05
country220,1,6,3.89558E-06
country17,1,11,0.000191602
country111,4,15,0.000487212
country79,1,29,0.000187346
country55,5,1,2.49133E-05
country70,3,13,5.84337E-06
country71,4,13,0.007513909
country113,6,23,0.001669266
country111,4,10,0.000560659
country11,4,22,0.040738268
country163,4,16,4.86947E-05
country146,3,9,6.36213E-05
country231,6,23,9.73895E-06
country153,6,4,0.003623335
country225,2,13,0.000222996
country14,3,1,0.000889143
country29,4,30,2.26284E-06
country37,4,10,0.000167603
country191,3,13,4.31799E-06
country150,2,4,1.50887E-05
country229,5,27,0.000191416
country82,1,17,1.40987E-05
country229,4,22,0.000162967
country91,6,12,2.51976E-05
country198,4,16,2.30035E-05
country131,5,22,1.09863E-05
country107,4,16,0.002164889
country52,4,15,0.516934307
country211,4,6,0.005068208
country219,3,19,0.000174655
country214,6,8,0.008056473
country95,6,14,3.11646E-05
country227,5,6,0.000124001
country107,1,22,0.002124306
country32,2,25,0.004551115
country214,5,19,0.007409635
country205,6,3,3.6396E-05
country104,3,8,0.004330669
country216,3,21,8.71528E-06
country32,3,8,0.004696726
country172,3,12,2.37947E-05
country60,1,8,0.002697554
country216,6,10,8.05295E-06
country146,5,8,6.58781E-05
country192,1,28,5.20277E-06
country163,4,3,6.62248E-05
country45,1,13,0.007876861
country214,2,27,0.00692955
country171,4,27,1.75133E-05
country85,1,12,0.004582605
country105,6,24,1.58819E-06
country191,3,17,6.50294E-06
country102,3,24,0.000275041
country39,1,6,0.000678277
country175,2,9,0.000182149
country116,4,28,1.00783E-05
country35,3,23,0.000848911
country152,5,30,3.59627E-05
country216,6,11,6.43591E-06
country160,6,29,0.000504062
country85,1,10,0.005497875
country191,1,13,2.03333E-05
country13,2,23,1.55823E-05
country18,4,27,0.005256299
country65,3,15,9.60977E-06
country109,2,14,0.075843362
country94,6,8,2.25934E-05
country151,3,23,4.8823E-05
country113,6,21,0.001755443
country13,1,20,9.73895E-06
country231,2,20,2.72691E-05
country163,5,19,6.03815E-05
country26,5,7,2.5066E-05
country12,1,6,0.000107944
country25,5,5,7.23265E-06
country96,1,27,1.94779E-06
country117,4,5,3.20816E-06
country143,5,30,3.99586E-06
country71,3,5,0.009530079
country158,3,25,4.3701E-06
country129,1,17,1.92561E-05
country28,4,21,0.000674915
country176,4,17,0.001396169
country175,3,8,0.000218907
country19,1,26,3.29587E-05
country48,3,26,4.64242E-05
country137,2,10,0.00385546
country64,4,8,4.37169E-05
country122,6,29,4.86947E-05
country171,2,25,2.73469E-06
country221,4,27,1.34511E-05
country167,1,1,3.84719E-05
country68,5,5,8.76098E-05
country33,6,6,0.004691459
country121,5,7,1.66465E-06
country183,3,23,0.000358849
country135,4,19,6.17116E-05
country157,6,24,0.000350989
country156,4,17,4.0387E-05
country37,5,4,0.000155278
country206,5,4,0.031952224
country46,5,8,0.000387714
country223,2,5,0.002665928
country207,6,6,0.077699962
country96,6,24,5.84337E-06
country202,4,22,1.46581E-06
country124,6,18,0.005483477
country133,1,18,1.59239E-05
country106,1,29,6.97733E-05
country98,3,29,8.74886E-05
country156,2,10,2.31817E-05
country83,1,1,0.001205452
country18,3,7,0.006614899
country145,1,18,0.000290119
country151,4,22,2.58677E-05
country113,2,29,0.002002796
country155,3,12,1.05529E-05
country18,2,23,0.006756736
country106,2,8,7.09676E-05
country231,3,31,2.14257E-05
country55,1,1,2.20438E-05
country103,5,23,0.000968725
country229,2,11,0.000161615
country37,1,20,0.000150073
country196,3,7,5.73776E-06
country216,2,24,2.14894E-05
country191,2,23,8.46507E-06
country180,5,29,0.000802489
country26,4,13,1.77977E-05
country97,6,18,5.99205E-05
country136,3,5,0.000313268
country130,6,2,6.72479E-05
country4,2,18,1.75301E-05
country41,6,3,2.70061E-06
country94,5,30,2.44018E-05
country147,6,17,0.000212309
country63,4,5,0.000118292
country229,5,3,0.000148078
country121,3,26,1.73436E-06
country183,3,19,0.000314823
country204,5,9,9.96795E-06
country148,5,4,2.71894E-05
country225,6,27,0.000260716
country168,4,26,0.002639212
country7,3,4,0.01602187
country161,2,3,0.003383319
country106,1,14,7.45562E-05
country171,1,24,7.2491E-06
country136,2,10,0.000266643
country94,1,12,2.80146E-05
country130,4,10,7.82902E-05
country136,1,2,0.000278686
country57,1,30,0.003164239
country79,4,19,0.000220517
country20,5,7,0.055692629
country160,3,4,0.000451469
country22,6,10,0.00010668
country111,2,29,0.000558445
country64,2,19,4.656E-05
country163,4,20,4.86947E-05
country204,1,19,1.29822E-05
country198,3,25,2.69602E-05
country170,1,27,0.000341946
country101,2,18,0.000515909
country151,3,9,2.84858E-05
country91,1,1,2.74587E-05
country187,4,16,5.1119E-06
country67,4,13,7.79116E-06
country116,3,29,1.21041E-05
country94,5,3,2.33986E-05
country162,2,16,7.79116E-05
country52,5,28,0.58989486
country196,3,6,8.57235E-06
country221,6,2,1.94824E-05
country70,4,29,1.94779E-06
country179,2,12,0.000144997
country11,1,29,0.054379131
country129,5,20,3.5563E-05
country182,4,23,0.000171157
country119,3,24,0.000194779
country37,3,10,0.000179759
country32,4,14,0.003918821
country23,3,6,0.014222926
country108,5,27,0.008864221
country185,4,7,0.005681702
country187,6,18,2.89302E-06
country106,6,12,5.46506E-05
country97,1,13,1.77244E-05
country210,1,3,1.50512E-05
country140,3,20,3.89558E-06
country55,1,8,1.81348E-05
country66,1,28,0.006349794
country83,6,7,0.001858716
country159,4,28,0.089152173
country228,5,25,0.001234899
country2,4,3,0.573653367
country37,2,22,0.000175848
country45,3,17,0.010060334
country161,1,24,0.003772405
country174,4,23,2.24706E-06
country69,5,20,0.000116682
country117,5,19,3.82419E-06
country89,2,4,7.79116E-06
country68,1,16,6.83293E-05
country205,1,8,2.26685E-05
country101,3,5,0.000495215
country2,5,8,0.559056349
country86,5,3,8.25141E-05
country156,1,11,2.753E-05
country162,4,5,3.89558E-05
country49,3,21,4.36707E-05
country220,2,8,7.79116E-06
country33,1,9,0.004417623
country167,4,17,6.75302E-05
country31,2,1,0.000151818
country227,6,2,0.000106888
country112,6,7,0.000511573
country24,6,24,1.58819E-06
country55,6,17,6.41468E-05
country52,2,6,0.586557114
country211,3,11,0.005398415
country206,1,25,0.043381318
country139,5,27,0.000500582
country59,2,19,9.73895E-06
country159,6,29,0.10355793
country120,3,2,0.011258224
country28,1,23,0.001071374
country128,3,8,7.79116E-06
country120,1,3,0.010884249
country169,4,19,0.002120539
country226,5,23,0.002680506
country40,5,14,3.74862E-06
country230,3,21,1.94779E-06
country196,3,2,5.62437E-06
country148,1,27,3.99678E-05
country23,1,22,0.012429205
country53,5,21,0.000215871
country181,6,8,0.000967004
country181,3,10,0.000863417
country207,4,22,0.075141843
country52,6,2,0.540605729
country98,2,27,0.000106368
country6,3,5,0.004203527
country87,1,31,2.48429E-05
country209,4,24,0.130918171
country200,6,21,1.06697E-05
country138,6,2,0.000198227
country102,4,5,0.000249391
country157,2,9,0.000172697
country119,6,3,0.000171405
country21,5,8,4.56201E-06
country7,1,3,0.012890134
country229,1,23,0.000158072
country152,3,24,3.99143E-05
country125,1,22,1.43619E-05
country150,6,5,1.22293E-05
country128,2,28,1.36345E-05
country179,1,11,0.000134341
country133,4,14,7.4474E-06
country145,2,24,0.000338185
country19,1,22,3.07755E-05
country171,2,15,7.883E-06
country227,3,24,0.000173637
country59,3,30,1.55823E-05
country31,2,26,0.00014109
country90,2,6,0.000313612
country143,6,17,8.5529E-06
country175,1,9,0.000207109
country82,6,22,2.18133E-05
country207,6,18,0.093042499
country141,5,30,0.159003296
country149,1,9,0.00014424
country131,3,27,9.84295E-06
country96,4,29,5.84337E-06
country159,4,15,0.090381838
country14,5,27,0.000659196
country61,6,11,0.010494691
country104,2,15,0.004256082
country120,6,16,0.010029169
country210,2,5,3.54972E-05
country116,5,4,1.16876E-05
country43,5,11,0.007543059
country96,2,27,5.84337E-06
country122,2,4,4.86947E-05
country177,4,3,0.003454206
country154,3,29,8.34592E-06
country32,6,4,0.004261118
country83,6,8,0.001826664
country103,2,11,0.00082379
country29,5,26,2.32241E-06
country1,6,18,3.52474E-06
country183,4,19,0.000290559
country89,2,10,5.84337E-06
country58,1,1,5.84337E-05
country44,6,2,0.000636407
country28,2,5,0.001051287
country185,1,25,0.007321741
country56,3,28,1.97245E-05
country153,5,15,0.003148277
country4,1,11,2.14257E-05
country98,3,8,8.00396E-05
country119,5,1,0.000169458
country223,6,13,0.003674844
country165,6,19,1.94779E-06
country4,1,12,2.33735E-05
country67,6,4,1.36345E-05
country145,2,28,0.000354938
country18,6,23,0.005008893
country131,5,21,8.22325E-06
country222,3,1,1.36345E-05
country162,4,8,4.86947E-05
country136,1,15,0.000276379
country158,4,8,4.42725E-06
country21,2,20,4.21986E-06
country55,5,16,2.2672E-05
country77,5,24,0.000537958
country112,6,5,0.000542419
country126,2,11,0.000602349
country88,3,5,1.61044E-06
country215,3,1,6.54128E-05
country22,4,29,6.39146E-05
country197,2,16,6.11439E-05
country83,5,28,0.00173624
country145,2,10,0.000312285
country46,4,4,0.000352994
country170,3,7,0.000335987
country139,5,6,0.00052006
country204,4,5,1.20317E-05
country142,1,2,0.001137509
country220,1,31,7.79116E-06
country136,1,23,0.000301346
country194,5,2,0.010248152
country176,1,3,0.001712046
country77,6,15,0.000604324
country2,4,18,0.508127794
country82,6,23,2.19006E-05
country113,6,4,0.001942724
country74,2,29,0.001371244
country52,1,15,0.509853143
country196,5,31,8.02369E-06
country182,1,6,0.00026279
country28,6,17,0.000969205
country208,3,24,0.000407736
country161,6,18,0.002896338
country221,5,18,1.64643E-05
country206,2,16,0.038553109
country71,1,1,0.005463008
country120,2,8,0.010712843
country33,5,26,0.004097536
country162,3,24,4.86947E-05
country219,2,20,0.000167211
country77,4,3,0.000549024
country209,1,30,0.099285375
country192,3,30,4.59545E-06
country108,5,15,0.009302932
country47,3,23,0.000128728
country1,4,14,2.90983E-06
country31,6,30,0.000154087
country214,1,20,0.005445637
country44,5,10,0.000634548
country55,2,3,1.50286E-05
country138,2,13,0.000159976
country106,1,2,8.30023E-05
country91,3,4,2.25913E-05
country114,3,8,1.07412E-05
country144,5,16,0.000901097
country133,4,6,9.08116E-06
country121,2,5,1.82515E-06
country83,5,14,0.001649016
country221,3,19,2.09586E-05
country166,2,12,0.000282572
country126,5,7,0.000882216
country179,2,3,0.000152902
country79,4,10,0.000222553
country137,3,11,0.004434907
country194,4,1,0.009134184
country97,2,22,1.74308E-05
country120,2,13,0.012249649
country163,3,23,7.20682E-05
country167,3,13,4.77321E-05
country97,2,29,1.78001E-05
country172,2,12,1.69164E-05
country100,6,28,0.000257866
country39,1,9,0.000871062
country158,1,17,2.04147E-06
country102,4,4,0.000251346
country46,5,29,0.000472822
country69,3,11,8.17143E-05
country220,4,14,7.79116E-06
country117,3,28,3.11975E-06
country22,6,7,8.86727E-05
country109,2,24,0.064324018
country226,2,6,0.003080172
country26,4,7,2.21141E-05
country91,2,17,3.33906E-05
country60,1,27,0.003347859
country159,4,30,0.097099808
country31,3,13,0.000136393
country79,2,7,0.000190881
country6,1,10,0.003888448
country17,3,18,0.000180351
country112,1,14,0.000402218
country58,5,3,5.64859E-05
country20,4,18,0.050477239
country133,6,22,1.03992E-05
country5,2,26,0.001073574
country100,3,20,0.000143523
country177,5,13,0.003256027
country108,1,31,0.011086137
country26,5,16,3.21904E-05
country179,4,29,0.000158265
country45,2,24,0.008287845
country95,3,17,1.75301E-05
country6,4,17,0.004481857
country181,4,9,0.000746053
country232,6,13,5.84337E-06
country120,3,10,0.011766597
country176,2,3,0.001631134
country205,5,19,4.20661E-05
country68,6,16,0.000106615
country61,3,29,0.009676619
country38,4,28,1.94779E-06
country215,5,9,6.95798E-05
country228,3,25,0.001739376
country204,1,21,7.40358E-06
country136,5,13,0.000231695
country204,2,19,5.39929E-06
country94,3,25,3.6458E-05
country158,1,12,4.06259E-06
country191,3,18,6.50944E-06
country6,4,25,0.003947728
country13,3,19,1.75301E-05
country60,4,29,0.003816726
country97,2,25,2.01007E-05
country137,5,29,0.003694868
country117,2,7,2.54508E-06
country176,3,18,0.001470212
country114,3,3,2.13753E-06
country103,6,20,0.001065988
country32,3,19,0.00540714
country77,4,28,0.000467305
country133,5,19,8.33211E-06
country39,5,17,0.000568588
country18,2,10,0.006750348
country59,4,13,1.16867E-05
country157,4,4,0.000197861
country158,4,23,6.74119E-06
country135,4,1,6.94535E-05
country30,2,27,0.000451656
country28,2,17,0.000907095
country173,6,17,0.000361962
country9,1,25,0.001417991
country57,4,12,0.002994547
country222,3,22,7.79116E-06
country202,4,3,1.52264E-06
country156,2,28,3.87469E-05
country77,4,22,0.000473884
country171,5,1,7.11808E-06
country179,6,17,0.000238965
country128,1,11,5.84337E-06
country223,1,11,0.002636241
country138,5,18,0.000164312
country181,6,23,0.001157137
country23,6,3,0.012353119
country73,5,22,5.08893E-05
country95,3,29,1.75301E-05
country18,6,13,0.004939445
country143,6,26,8.86578E-06
country232,4,10,1.16867E-05
country176,4,26,0.001340701
country226,3,2,0.00299628
country35,1,4,0.000728584
country107,1,18,0.001706498
country32,6,2,0.003749187
country111,3,28,0.000567102
country196,4,23,1.03415E-05
country131,6,9,8.52438E-06
country161,4,18,0.002627136
country111,6,12,0.000614587
country114,5,4,4.54381E-06
country94,4,9,3.2527E-05
country17,2,11,0.000216846
country2,4,21,0.529118864
country104,1,2,0.004578442
country163,5,6,4.09036E-05
country36,5,14,5.84337E-06
country130,6,26,9.40682E-05
country196,3,17,2.98572E-06
country217,5,15,0.008672363
country57,5,6,0.003045875
country137,1,20,0.003974145
country128,6,29,1.94779E-06
country82,3,9,1.73513E-05
country71,6,19,0.009764531
country38,4,14,1.94779E-06
country67,3,4,9.73895E-06
country31,1,7,0.000153098
country220,5,18,3.89558E-06
country173,1,20,0.0001991
country228,2,12,0.001626404
country39,2,23,0.000821
country43,3,18,0.009638312
country127,5,9,0.003076518
country97,4,4,2.25916E-05
country175,4,5,0.000170033
country159,3,16,0.085334119
country56,2,28,1.06343E-05
country163,6,17,6.42771E-05
country144,5,12,0.000884401
country206,1,2,0.044679784
country27,2,5,2.36648E-06
country134,6,10,1.66344E-05
country152,6,9,4.55624E-05
country139,5,17,0.000465522
country115,6,1,1.00492E-05
country110,3,27,8.84914E-05
country56,5,5,1.59192E-05
country183,2,22,0.000261577
country91,1,2,2.74038E-05
country82,1,30,1.73246E-05
country13,3,4,7.79116E-06
country1,5,26,3.29994E-06
country108,1,19,0.010440529
country202,3,28,3.07593E-06
country194,1,28,0.006511348
country38,3,8,3.89558E-06
country71,3,18,0.008901783
country151,4,8,1.76079E-05
country41,6,17,3.93895E-06
country35,4,28,0.000702119
country210,3,22,4.08637E-05
country150,3,25,6.16523E-06
country134,5,12,1.48752E-05
country17,2,13,0.00022542
country89,3,17,7.79116E-06
country90,6,10,0.000215819
country170,4,11,0.00039508
country218,2,26,7.05635E-05
country218,4,28,5.15857E-05
country81,6,16,5.76296E-06
country207,3,15,0.077566587
country138,5,20,0.000187987
country149,5,8,0.000101442
country210,4,14,2.61884E-05
country91,4,24,1.31396E-05
country232,5,31,1.16867E-05
country9,2,3,0.001443312
country187,2,10,2.24018E-06
country141,3,19,0.149564818
country170,2,15,0.000380397
country201,6,11,1.55823E-05
country145,3,13,0.000381857
country12,4,28,0.000203967
country153,2,17,0.002595372
country28,1,26,0.001101313
country60,6,4,0.004734169
country141,5,14,0.153044746
country59,2,11,1.36345E-05
country227,1,15,0.000158419
country131,1,24,8.67879E-06
country104,6,6,0.005784532
country8,3,8,7.10722E-05
country170,1,18,0.000323854
country56,5,7,1.59511E-05
country69,5,26,0.000125398
country89,5,27,5.84337E-06
country216,2,9,5.45358E-06
country167,4,20,4.74016E-05
country157,2,27,0.0002571
country206,2,4,0.042992445
country167,4,28,3.64134E-05
country198,4,12,2.02848E-05
country59,6,19,1.36345E-05
country13,2,26,1.16867E-05
country128,1,12,1.94779E-06
country22,5,25,8.55419E-05
country141,3,24,0.159156791
country27,2,24,5.01015E-06
country208,4,23,0.000302817
country200,2,5,7.09944E-06
country227,4,11,0.000137858
country122,4,17,6.62248E-05
country143,3,8,2.88035E-06
country203,5,15,5.41684E-06
country14,6,9,0.000751286
country211,2,28,0.005544635
country2,1,10,0.357779754
country21,4,25,4.50312E-06
country232,4,6,9.73895E-06
country106,3,30,6.04601E-05
country16,1,16,0.004573941
country2,5,14,0.572938471
country85,6,16,0.005989607
country111,5,24,0.000485331
country64,6,18,4.0621E-05
country174,3,6,6.43183E-06
country214,4,3,0.007167416
country45,1,17,0.008710515
country201,4,20,1.36345E-05
country208,6,29,0.000238417
country49,1,7,5.2453E-05
country223,1,10,0.002700604
country223,2,12,0.002831677
country143,1,19,2.36861E-06
country181,4,22,0.000820007
country80,1,27,2.06198E-06
country203,1,11,1.47985E-05
country128,5,30,1.94779E-06
country228,5,28,0.001236846
country228,4,5,0.001435521
country38,4,20,3.89558E-06
country152,6,5,3.26114E-05
country125,6,3,1.40323E-05
country67,5,4,7.79116E-06
country96,5,8,7.79116E-06
country74,2,13,0.001702368
country51,1,25,0.004714563
country170,5,15,0.000392736
country13,5,17,1.16867E-05
country151,5,25,2.48677E-05
country163,3,20,6.62248E-05
country181,5,18,0.000743844
country39,4,2,0.000782686
country55,2,28,3.32116E-05
country57,6,13,0.003067622
country43,2,17,0.008967706
country198,3,29,2.71765E-05
country206,3,17,0.037748477
country200,3,11,1.05438E-05
country98,6,14,7.79326E-05
country33,2,21,0.005628717
country22,2,4,6.60632E-05
country157,2,26,0.000219826
country21,1,21,2.04965E-06
country53,2,8,0.000122652
country226,2,23,0.002912994
country64,6,7,3.88464E-05
country157,5,14,0.000262833
country197,5,23,8.50309E-05
country211,1,22,0.004711519
country170,3,23,0.000491836
country217,3,17,0.006939499
country41,2,26,1.63972E-06
country215,2,28,6.26997E-05
country12,6,18,0.000416475
country79,4,1,0.000224171
country169,2,26,0.002956408
country59,1,21,1.75301E-05
country210,1,5,2.3794E-05
country131,6,30,8.88965E-06
country48,1,25,3.39644E-05
country97,4,11,3.17217E-05
country162,2,1,8.3755E-05
country110,5,23,0.000134087
country91,5,29,1.49728E-05
country206,5,6,0.031953338
country182,2,28,0.00028417
country154,4,4,2.82395E-06
country3,3,18,0.005272892
country186,2,27,1.78542E-06
country58,5,24,5.64859E-05
country156,4,22,3.09009E-05
country179,6,16,0.000231243
country198,2,7,1.33607E-05
country26,2,22,2.11415E-05
country205,4,15,4.00659E-05
country150,4,4,3.19538E-06
country178,3,12,1.58802E-06
country41,2,22,1.6529E-06
country165,5,23,1.94779E-06
country197,4,14,6.11064E-05
country230,5,17,1.94779E-06
country18,1,7,0.006556621
country54,3,6,3.71468E-05
country229,2,25,0.000163892
country108,5,29,0.009739173
country94,2,13,3.80226E-05
country190,4,25,7.80698E-06
country68,3,14,8.63153E-05
country218,4,24,5.09713E-05
country182,1,7,0.000245986
country216,4,23,1.01288E-05
country98,3,1,7.62991E-05
country112,1,18,0.000429556
country27,6,15,6.98641E-06
country25,3,22,1.82755E-05
country108,5,10,0.008644024
country6,5,31,0.004110711
country190,1,1,6.21674E-06
country33,6,13,0.0046401
country46,3,27,0.000459049
country97,4,22,2.08628E-05
country63,2,29,0.000133652
country154,3,21,5.4322E-06
country96,6,13,5.84337E-06
country82,1,23,1.20337E-05
country75,1,31,1.94779E-06
country179,5,16,0.000195356
country155,2,19,5.39929E-06
country7,4,3,0.022202159
country181,5,23,0.000756816
